run_number,total_runs,pop_size,gens,select,crossover,mutate,xo_prob,mut_prob,tourn_size,best_fitness_lst
1,10,20,20,tournament_sel,single_point_co,inversion_mutation,0.9,0.3,4,"[0.7122166752815247, 0.762066662311554, 0.762066662311554, 0.762066662311554, 0.8522666692733765, 0.8522666692733765, 0.9611333608627319, 0.9616833329200745, 0.9616833329200745, 0.9616833329200745, 0.9616833329200745, 0.9616833329200745, 0.9646333456039429, 0.9646333456039429, 0.9646333456039429, 0.9646333456039429, 0.9646333456039429, 0.965399980545044, 0.9818166494369507, 0.9818166494369507]"
2,10,20,20,tournament_sel,single_point_co,inversion_mutation,0.9,0.3,4,"[0.5540000200271606, 0.5540000200271606, 0.7834833264350891, 0.7834833264350891, 0.7834833264350891, 0.7834833264350891, 0.8738833069801331, 0.8849666714668274, 0.9190333485603333, 0.9602500200271606, 0.9754833579063416, 0.9754833579063416, 0.9772166609764099, 0.9819999933242798, 0.9819999933242798, 0.9877333045005798, 0.9887166619300842, 0.9894999861717224, 0.9894999861717224, 0.9939833283424377]"
3,10,20,20,tournament_sel,single_point_co,inversion_mutation,0.9,0.3,4,"[0.41190001368522644, 0.49050000309944153, 0.6566500067710876, 0.6566500067710876, 0.7842666506767273, 0.8155500292778015, 0.925516664981842, 0.9255333542823792, 0.9255333542823792, 0.9255333542823792, 0.9315333366394043, 0.9315333366394043, 0.9315333366394043, 0.9315333366394043, 0.9315333366394043, 0.932033360004425, 0.945816695690155, 0.945816695690155, 0.9613166451454163, 0.9613166451454163]"
4,10,20,20,tournament_sel,single_point_co,inversion_mutation,0.9,0.3,4,"[0.6331166625022888, 0.7059000134468079, 0.7943666577339172, 0.7943666577339172, 0.9347166419029236, 0.9347166419029236, 0.9347166419029236, 0.9631833434104919, 0.9631833434104919, 0.9631833434104919, 0.9846000075340271, 0.9857000112533569, 0.9886833429336548, 0.9886833429336548, 0.9886833429336548, 0.9886833429336548, 0.9923333525657654, 0.9923333525657654, 0.9923333525657654, 0.9923333525657654]"
5,10,20,20,tournament_sel,single_point_co,inversion_mutation,0.9,0.3,4,"[0.8011999726295471, 0.8011999726295471, 0.8397833108901978, 0.8838000297546387, 0.9241499900817871, 0.9644500017166138, 0.9808333516120911, 0.9948499798774719, 0.9948499798774719, 0.9949166774749756, 0.9955833554267883, 0.9955833554267883, 0.9955833554267883, 0.9956499934196472, 0.9956499934196472, 0.9956499934196472, 0.9956499934196472, 0.9956499934196472, 0.9956499934196472, 0.9956499934196472]"
6,10,20,20,tournament_sel,single_point_co,inversion_mutation,0.9,0.3,4,"[0.9049833416938782, 0.9658833146095276, 0.9689499735832214, 0.9724833369255066, 0.9948499798774719, 0.9948499798774719, 0.9948499798774719, 0.9948499798774719, 0.9952999949455261, 0.9952999949455261, 0.9984666705131531, 0.9984666705131531, 0.9991833567619324, 0.9991833567619324, 0.9995666742324829, 0.9995666742324829, 0.9995666742324829, 0.9995666742324829, 0.9996333122253418, 0.9996333122253418]"
7,10,20,20,tournament_sel,single_point_co,inversion_mutation,0.9,0.3,4,"[0.3359000086784363, 0.5950999855995178, 0.6009833216667175, 0.6882166862487793, 0.7555833458900452, 0.7779333591461182, 0.8079500198364258, 0.9241333603858948, 0.9241333603858948, 0.9241333603858948, 0.9326333403587341, 0.9326333403587341, 0.9326333403587341, 0.9821166396141052, 0.9847999811172485, 0.9854333400726318, 0.9854666590690613, 0.9854666590690613, 0.9859166741371155, 0.9859166741371155]"
8,10,20,20,tournament_sel,single_point_co,inversion_mutation,0.9,0.3,4,"[0.7919833064079285, 0.7919833064079285, 0.82628333568573, 0.9588666558265686, 0.9588666558265686, 0.9693999886512756, 0.9708499908447266, 0.9708499908447266, 0.977649986743927, 0.9793833494186401, 0.982699990272522, 0.9891999959945679, 0.9891999959945679, 0.9914000034332275, 0.9914000034332275, 0.991433322429657, 0.991433322429657, 0.9951000213623047, 0.9957166910171509, 0.9957166910171509]"
9,10,20,20,tournament_sel,single_point_co,inversion_mutation,0.9,0.3,4,"[0.4946500062942505, 0.4946500062942505, 0.5318833589553833, 0.6223499774932861, 0.7195666432380676, 0.7195666432380676, 0.7451333403587341, 0.7451333403587341, 0.7652333378791809, 0.7652333378791809, 0.7652333378791809, 0.817383348941803, 0.817383348941803, 0.817383348941803, 0.8359166383743286, 0.9177833199501038, 0.9177833199501038, 0.9177833199501038, 0.9280333518981934, 0.9280333518981934]"
10,10,20,20,tournament_sel,single_point_co,inversion_mutation,0.9,0.3,4,"[0.8089166879653931, 0.8089166879653931, 0.8089166879653931, 0.8089166879653931, 0.8089166879653931, 0.8726166486740112, 0.8726166486740112, 0.8726166486740112, 0.8866666555404663, 0.8866666555404663, 0.9083499908447266, 0.9083499908447266, 0.9083499908447266, 0.9083499908447266, 0.9083499908447266, 0.9083499908447266, 0.9083499908447266, 0.9083499908447266, 0.9083499908447266, 0.9083499908447266]"
