run_number,total_runs,pop_size,gens,select,crossover,mutate,xo_prob,mut_prob,tourn_size,best_fitness_lst
2,10,20,20,fps,arithmetic_xo,arithmetic_mutation,0.9,0.3,,"[0.6866999864578247, 0.9052000045776367, 0.9071833491325378, 0.9105166792869568, 0.9105166792869568, 0.9105166792869568, 0.9553499817848206, 0.9553499817848206, 0.9638500213623047, 0.9721500277519226, 0.9721500277519226, 0.9721500277519226, 0.975350022315979, 0.975350022315979, 0.975350022315979, 0.9780833125114441, 0.9780833125114441, 0.9780833125114441, 0.9780833125114441, 0.9798499941825867]"
3,10,20,20,fps,arithmetic_xo,arithmetic_mutation,0.9,0.3,,"[0.9557999968528748, 0.9557999968528748, 0.9557999968528748, 0.9564499855041504, 0.9645000100135803, 0.9674999713897705, 0.9674999713897705, 0.9711833596229553, 0.9712166786193848, 0.9799500107765198, 0.9807999730110168, 0.9807999730110168, 0.9810666441917419, 0.9884666800498962, 0.9884666800498962, 0.9884666800498962, 0.9884666800498962, 0.9884666800498962, 0.9938499927520752, 0.9938499927520752]"
4,10,20,20,fps,arithmetic_xo,arithmetic_mutation,0.9,0.3,,"[0.5391666889190674, 0.5823833346366882, 0.5858500003814697, 0.6309333443641663, 0.675849974155426, 0.6849333047866821, 0.7477666735649109, 0.7550166845321655, 0.8631333112716675, 0.8631333112716675, 0.8631333112716675, 0.8631333112716675, 0.8631333112716675, 0.8631333112716675, 0.8976166844367981, 0.8976166844367981, 0.8976166844367981, 0.8976166844367981, 0.9068666696548462, 0.9305833578109741]"
5,10,20,20,fps,arithmetic_xo,arithmetic_mutation,0.9,0.3,,"[0.6886333227157593, 0.6967999935150146, 0.744700014591217, 0.7786666750907898, 0.8659166693687439, 0.8659166693687439, 0.868066668510437, 0.8881666660308838, 0.8881666660308838, 0.8881666660308838, 0.8961499929428101, 0.9305166602134705, 0.9452833533287048, 0.9452833533287048, 0.9452833533287048, 0.9452833533287048, 0.9452833533287048, 0.9574000239372253, 0.9574000239372253, 0.9574000239372253]"
6,10,20,20,fps,arithmetic_xo,arithmetic_mutation,0.9,0.3,,"[0.8791833519935608, 0.9002500176429749, 0.9002500176429749, 0.9002500176429749, 0.9002500176429749, 0.9002500176429749, 0.910966694355011, 0.9380833506584167, 0.9380833506584167, 0.9380833506584167, 0.9448000192642212, 0.9448000192642212, 0.9448000192642212, 0.9448000192642212, 0.9448000192642212, 0.962933361530304, 0.962933361530304, 0.962933361530304, 0.9825166463851929, 0.984000027179718]"
7,10,20,20,fps,arithmetic_xo,arithmetic_mutation,0.9,0.3,,"[0.6514999866485596, 0.6514999866485596, 0.6514999866485596, 0.8228499889373779, 0.8228499889373779, 0.8228499889373779, 0.8228499889373779, 0.8228499889373779, 0.8228499889373779, 0.8228499889373779, 0.8228499889373779, 0.8303833603858948, 0.8303833603858948, 0.8303833603858948, 0.8606166839599609, 0.8606166839599609, 0.869533360004425, 0.9168333411216736, 0.9168333411216736, 0.9168333411216736]"
8,10,20,20,fps,arithmetic_xo,arithmetic_mutation,0.9,0.3,,"[0.6866999864578247, 0.9052000045776367, 0.9071833491325378, 0.9105166792869568, 0.9105166792869568, 0.9105166792869568, 0.9553499817848206, 0.9553499817848206, 0.9638500213623047, 0.9721500277519226, 0.9721500277519226, 0.9721500277519226, 0.975350022315979, 0.975350022315979, 0.975350022315979, 0.9780833125114441, 0.9780833125114441, 0.9780833125114441, 0.9780833125114441, 0.9798499941825867]"
9,10,20,20,fps,arithmetic_xo,arithmetic_mutation,0.9,0.3,,"[0.9557999968528748, 0.9557999968528748, 0.9557999968528748, 0.9564499855041504, 0.9645000100135803, 0.9674999713897705, 0.9674999713897705, 0.9711833596229553, 0.9712166786193848, 0.9799500107765198, 0.9807999730110168, 0.9807999730110168, 0.9810666441917419, 0.9884666800498962, 0.9884666800498962, 0.9884666800498962, 0.9884666800498962, 0.9884666800498962, 0.9938499927520752, 0.9938499927520752]"
10,10,20,20,fps,arithmetic_xo,arithmetic_mutation,0.9,0.3,,"[0.5391666889190674, 0.5823833346366882, 0.5858500003814697, 0.6309333443641663, 0.675849974155426, 0.6849333047866821, 0.7477666735649109, 0.7550166845321655, 0.8631333112716675, 0.8631333112716675, 0.8631333112716675, 0.8631333112716675, 0.8631333112716675, 0.8631333112716675, 0.8976166844367981, 0.8976166844367981, 0.8976166844367981, 0.8976166844367981, 0.9068666696548462, 0.9305833578109741]"
1,10,20,20,tournament_sel,single_point_co,inversion_mutation,0.9,0.3,4,"[0.7122166752815247, 0.762066662311554, 0.762066662311554, 0.762066662311554, 0.8522666692733765, 0.8522666692733765, 0.9611333608627319, 0.9616833329200745, 0.9616833329200745, 0.9616833329200745, 0.9616833329200745, 0.9616833329200745, 0.9646333456039429, 0.9646333456039429, 0.9646333456039429, 0.9646333456039429, 0.9646333456039429, 0.965399980545044, 0.9818166494369507, 0.9818166494369507]"
