run_number,total_runs,pop_size,gens,select,crossover,mutate,xo_prob,mut_prob,tourn_size,best_fitness_lst
1,10,20,20,tournament_sel,uniform_crossover,inversion_mutation,0.9,0.1,2,"[0.5714166760444641, 0.6159499883651733, 0.9047166705131531, 0.9810333251953125, 0.9810333251953125, 0.9810333251953125, 0.9928333163261414, 0.9981666803359985, 0.9991499781608582, 0.999833345413208, 0.9999333620071411, 0.9999333620071411, 0.9999833106994629, 0.9999833106994629, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
2,10,20,20,tournament_sel,uniform_crossover,inversion_mutation,0.9,0.1,2,"[0.6169333457946777, 0.7945666909217834, 0.9423999786376953, 0.9423999786376953, 0.9423999786376953, 0.9925333261489868, 0.9925333261489868, 0.9925333261489868, 0.9953500032424927, 0.9953500032424927, 0.9968666434288025, 0.9976666569709778, 0.9994666576385498, 0.9997166395187378, 0.9998499751091003, 0.9999833106994629, 0.9999833106994629, 1.0, 1.0, 1.0]"
3,10,20,20,tournament_sel,uniform_crossover,inversion_mutation,0.9,0.1,2,"[0.6027833223342896, 0.7287499904632568, 0.7287499904632568, 0.7446666955947876, 0.9215999841690063, 0.9654333591461182, 0.994866669178009, 0.994866669178009, 0.9986333250999451, 0.9993833303451538, 0.9997666478157043, 0.999916672706604, 0.9999499917030334, 0.9999499917030334, 0.9999499917030334, 0.9999833106994629, 1.0, 1.0, 1.0, 1.0]"
4,10,20,20,tournament_sel,uniform_crossover,inversion_mutation,0.9,0.1,2,"[0.5358333587646484, 0.8086833357810974, 0.8263833522796631, 0.8263833522796631, 0.9478166699409485, 0.9478166699409485, 0.9807999730110168, 0.9967833161354065, 0.9967833161354065, 0.9967833161354065, 0.9994166493415833, 0.9999333620071411, 0.9999333620071411, 0.9999333620071411, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5,10,20,20,tournament_sel,uniform_crossover,inversion_mutation,0.9,0.1,2,"[0.785966694355011, 0.785966694355011, 0.8894833326339722, 0.9789000153541565, 0.9884333610534668, 0.9884333610534668, 0.9980166554450989, 0.9987166523933411, 0.9990333318710327, 0.9990333318710327, 0.9990333318710327, 0.9998999834060669, 0.9998999834060669, 0.9998999834060669, 0.999916672706604, 0.9999666810035706, 0.9999666810035706, 1.0, 1.0, 1.0]"
6,10,20,20,tournament_sel,uniform_crossover,inversion_mutation,0.9,0.1,2,"[0.8837833404541016, 0.8837833404541016, 0.8837833404541016, 0.9405666589736938, 0.9879500269889832, 0.9879500269889832, 0.9879500269889832, 0.9975500106811523, 0.9975500106811523, 0.9975500106811523, 0.9989500045776367, 0.9997833371162415, 0.9998999834060669, 0.9998999834060669, 0.9999833106994629, 1.0, 1.0, 1.0, 1.0, 1.0]"
7,10,20,20,tournament_sel,uniform_crossover,inversion_mutation,0.9,0.1,2,"[0.618316650390625, 0.7133166790008545, 0.8954499959945679, 0.8954499959945679, 0.9786999821662903, 0.9837333559989929, 0.9837333559989929, 0.9962999820709229, 0.9965999722480774, 0.9992333054542542, 0.9993333220481873, 0.999916672706604, 0.999916672706604, 0.999916672706604, 0.9999833106994629, 1.0, 1.0, 1.0, 1.0, 1.0]"
8,10,20,20,tournament_sel,uniform_crossover,inversion_mutation,0.9,0.1,2,"[0.5342000126838684, 0.6565166711807251, 0.8335166573524475, 0.9154666662216187, 0.9639166593551636, 0.9818999767303467, 0.9929333329200745, 0.9929333329200745, 0.9962499737739563, 0.9982500076293945, 0.9992166757583618, 0.9992166757583618, 0.9994666576385498, 0.9996166825294495, 0.9998499751091003, 0.9998999834060669, 1.0, 1.0, 1.0, 1.0]"
9,10,20,20,tournament_sel,uniform_crossover,inversion_mutation,0.9,0.1,2,"[0.6628666520118713, 0.7261000275611877, 0.8766999840736389, 0.8941500186920166, 0.939466655254364, 0.9581666588783264, 0.9581666588783264, 0.979616641998291, 0.979616641998291, 0.9949333071708679, 0.9949333071708679, 0.9954833388328552, 0.998116672039032, 0.9993000030517578, 0.9993000030517578, 0.9993000030517578, 0.9993000030517578, 0.9994000196456909, 0.9997000098228455, 0.999833345413208]"
10,10,20,20,tournament_sel,uniform_crossover,inversion_mutation,0.9,0.1,2,"[0.6096166372299194, 0.6930333375930786, 0.6930333375930786, 0.6930333375930786, 0.7979166507720947, 0.9310666918754578, 0.9538333415985107, 0.9538333415985107, 0.9567000269889832, 0.963866651058197, 0.9897666573524475, 0.9897666573524475, 0.9912999868392944, 0.9912999868392944, 0.9962000250816345, 0.9991999864578247, 0.9993333220481873, 0.9994333386421204, 0.9997833371162415, 0.9997833371162415]"
1,10,20,20,tournament_sel,uniform_crossover,arithmetic_mutation,0.9,0.3,2,"[0.6391666531562805, 0.6391666531562805, 0.6391666531562805, 0.6739333271980286, 0.887416660785675, 0.9096333384513855, 0.9096333384513855, 0.9527666568756104, 0.9538499712944031, 0.9857000112533569, 0.9884833097457886, 0.9884833097457886, 0.9905333518981934, 0.9937333464622498, 0.9954833388328552, 0.9957833290100098, 0.9974499940872192, 0.9981333613395691, 0.9983166456222534, 0.9983166456222534]"
2,10,20,20,tournament_sel,uniform_crossover,arithmetic_mutation,0.9,0.3,2,"[0.7217000126838684, 0.7835166454315186, 0.826033353805542, 0.9596666693687439, 0.9596666693687439, 0.9779166579246521, 0.9779166579246521, 0.9924499988555908, 0.9977499842643738, 0.9977499842643738, 0.9984166622161865, 0.9998666644096375, 0.999916672706604, 0.999916672706604, 0.999916672706604, 0.9999333620071411, 1.0, 1.0, 1.0, 1.0]"
3,10,20,20,tournament_sel,uniform_crossover,arithmetic_mutation,0.9,0.3,2,"[0.7085333466529846, 0.9265999794006348, 0.9265999794006348, 0.9787499904632568, 0.9787499904632568, 0.9787499904632568, 0.9787499904632568, 0.9935500025749207, 0.9935500025749207, 0.9961000084877014, 0.997783362865448, 0.9995333552360535, 0.999666690826416, 0.9998499751091003, 0.9999833106994629, 1.0, 1.0, 1.0, 1.0, 1.0]"
4,10,20,20,tournament_sel,uniform_crossover,arithmetic_mutation,0.9,0.3,2,"[0.9144833087921143, 0.9144833087921143, 0.9290666580200195, 0.95701664686203, 0.95701664686203, 0.9968166947364807, 0.9968166947364807, 0.9968166947364807, 0.9968166947364807, 0.9994666576385498, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
5,10,20,20,tournament_sel,uniform_crossover,arithmetic_mutation,0.9,0.3,2,"[0.3435666561126709, 0.3435666561126709, 0.42108333110809326, 0.7843833565711975, 0.7843833565711975, 0.7858499884605408, 0.7858499884605408, 0.9004166722297668, 0.9644666910171509, 0.9644666910171509, 0.9644666910171509, 0.9644666910171509, 0.9878000020980835, 0.9972500205039978, 0.9972500205039978, 0.9990666508674622, 0.9990666508674622, 0.9995333552360535, 0.9995833039283752, 0.9998166561126709]"
6,10,20,20,tournament_sel,uniform_crossover,arithmetic_mutation,0.9,0.3,2,"[0.5776833295822144, 0.5776833295822144, 0.9234333038330078, 0.9243666529655457, 0.9243666529655457, 0.9764666557312012, 0.9943333268165588, 0.9943333268165588, 0.9943333268165588, 0.9955666661262512, 0.9984999895095825, 0.9984999895095825, 0.9989666938781738, 0.9992333054542542, 0.9995666742324829, 0.9996833205223083, 0.9998499751091003, 0.9998499751091003, 0.999916672706604, 0.999916672706604]"
7,10,20,20,tournament_sel,uniform_crossover,arithmetic_mutation,0.9,0.3,2,"[0.9271833300590515, 0.9271833300590515, 0.9715833067893982, 0.9715833067893982, 0.9862666726112366, 0.9862666726112366, 0.9904000163078308, 0.9904000163078308, 0.9957833290100098, 0.9957833290100098, 0.9957833290100098, 0.9993000030517578, 0.9994999766349792, 0.9998166561126709, 0.9998833537101746, 0.9999333620071411, 0.9999333620071411, 0.9999833106994629, 1.0, 1.0]"
8,10,20,20,tournament_sel,uniform_crossover,arithmetic_mutation,0.9,0.3,2,"[0.35686665773391724, 0.3596166670322418, 0.3684000074863434, 0.4104999899864197, 0.6397666931152344, 0.6397666931152344, 0.8092166781425476, 0.9000166654586792, 0.9204666614532471, 0.9675666689872742, 0.9675666689872742, 0.9957833290100098, 0.9980499744415283, 0.9989500045776367, 0.9994333386421204, 0.9996333122253418, 0.999833345413208, 0.9998833537101746, 0.9998833537101746, 0.9999666810035706]"
